igbo_word,english_translation,pronunciation_guide
nọ̀gìdè,stay so long in a place,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6071e1350105108994248957.webm
ṅụ arā,"suck breast (of a mother by an infant, lit. drink breast)",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7071.webm
ruchi,swell and fill (a receptacle); heal up (of wound),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6345da4f3126bf41ec125419.mp3
afọ ozịzā,the presence of a lot of gas in the stomach; flatulence,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9442b322a6bd4d00f7.mp3
gbà ọkpụkpụ,to reset or fix a broken bone,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/645ce4d0ce438f6f1e11e916.mp3
gbàm,used to express a point often when speaking; exactly,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63d0a2d15c1719472fabf764.mp3
depụ̀tà,write out; make a list,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7402.mp3
èdò,yellow (color); a yellow dye gotten from vegetables,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634ade18c98905a015ea0dab.mp3
nà,and (when making a list of words); that (when following sentence has a clear sense on it's own),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5fc1df2467acd100150af5af.webm
chì òchì,draw liquid from a source; tap,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b84e6.webm
fela,fly home; fly to a place of abode or source,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/641308d415a55bff01b1263a.mp3
du ijè,lead or guide on a journey or path,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644e113ebbecebad2372a1b9.mp3
ǹgụnààzụ,negative number; a digit with a minus sign in front,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63d242bbaa86b04a521aa7e8.mp3
ba,peel the bark of a tuber with a knife; cut a tuber,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7201.mp3
isiọkụ̄,plug (electric); a device on an electrical appliance where electrical contact is made with the mains,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7ea4.mp3
ǹgụniihu,positive number; a digit with a plus sign in front,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63d244e891f6b40d58a8d625.mp3
bụ̀ abụ̀,sing (especially a slow song),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6dd2.webm
kwe,"sing, especially a song without instruments",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8851.webm
ngèretụ,snippet (audio); a small piece or brief audio extract,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/637e3cc97c12ca52eed204ae.mp3
òleè,"someone granting a viewing attention to someone or something; viewer; a member of an audience (film, concert); spectator",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63c6fd8aad7fe579a442f6dc.mp3
kpọfè,take (someone or a pet) across,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62f26fb4a161a51785e344ce.mp3
kpọ,take (someone or a pet) along while going somewhere,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6ea1.mp3
kùchì,take the wife of a dead relative,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6334de446a18b85071850c1d.mp3
ji (ējī),"the darkening of a fruit hence becoming ripe, typical of the native African pear (Dacryodes edulis); be ripe",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63eacc90d5a80e4f18e483b3.mp3
nwaatụrụ̄,the offspring of a sheep; a lamb,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6373b972066962d3090a5fd2.mp3
ụzụ̀ụkwū,the side part of a street dedicated to pedestrians; sidewalk,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/630822b4fb8952d9dc16e7ca.mp3
ọdụ̀ehī,"the tail part of a cow, usually in reference to it as used in making pepper soup; 
cow tail",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/633ad80c5c57e5fa076c9243.mp3
à,"used to identify a person or thing that is close at hand, indicated, or experienced; this",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6351ec0be842575644123e36.mp3
agadị̄,one who has lived a lot of years; adult,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6e6f.mp3
àzịzàakā,"an implement with a handle and a block of bristles, hair, or wire, used especially for cleaning, applying a liquid or powder to a surface, or arranging the hair; brush",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63bf7135545e411d9a6b1729.mp3
m̀kpàabụ̀,armpit; underarm; a hollow under the arm at the shoulder,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63bb9af2af55ed5ae18bc1d2.mp3
gà,auxiliary part of a future verb; will(future),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7707.webm
tibàta,barge into; enter a place unexpectedly and uninvited,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b6f71efaa017104603f6eb.mp3
nwe uchè,be sensible; have a sense of reasoning,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8411.webm
bugharị,carry about; move a big and heavy object; toss around a big and heavy object;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b728d.mp3
dàkụ̀,fall against with a little portion of body (especially in a playful way),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b73c3.webm
dùje,follow someone to a place; escort to; lead,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/644b466c939334576076e318.mp3
ọnụ̀ọọ̄nāā,"guerilla fighter; a person who instigates fear or terrorizes a community, nation or country",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/632f87d258faf3c018c089b2.mp3
hànye,hand over; lower [a coffin into the grave];,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/638199630d9c0cd0c26c3bdd.mp3
kòwe,hang on/spread on a line,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63f2002a6060ea166394cdad.mp3
ọ̀doozū,morgue; mortuary; a place where dead bodies are preserved before being buried,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/65688863d0d3fd6f9e6b28f5.mp3
ghọ,pluck (especially a fruit on the tree),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b78b7.webm
kwụ anwụrụ̀,produce smoke (of a fire),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63ce8e0b5f9601c1a720b0bf.mp3
ụzàamā,road leading from a public road to the entrance of a compound; driveway,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8caa.webm
bè okwū,settle or resolve a dispute,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63a29d80f5005f48dd186632.mp3
ǹkuku,the outer part or corner of a building;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/641519fa26476715e9dc6b07.mp3
ọdụ̀dụ̀ nwa,the last child in a family,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6345d0e2100e320686946f5a.mp3
-lite,upward; upward to a desired level,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7f14.webm
kpọnkwèm̀,used to emphasize a particular number or description; specifically; precisely,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b748c.mp3
ọkụ̀,what one does for a living; profession,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b87ce.webm
ọ̀chàǹjà,tin kerosene lamp; a small tin oil-lamp with a wick,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b871a.webm
mmetụta,an inward feeling; a resulting situation from an action or cause,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634eafc94d77ed2e332c23f7.mp3
ta ọ̀chị̀chị̀,be uptight; act in a very formal or nervous in order to not give room for mistakes or embarrasment,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/647d21e924ba7f3505504bb0.mp3
aṅā,cane for flogging; a particular type of grass (Oncocalamus wrightianus Hutch) commonly used in making cane furniture and household items or flogging; wild cane,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b71c1.mp3
dọ nkì,"cut, make, or have a significant mark on the body, especially tribal marks",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b74b2.webm
bụ̀,"uproot, especially a tree",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b72ae.webm
nchagha,"fade [of colour in a cloth], bleaching of skin using pomade",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634188858dca37d7318382ec.mp3
bụ ākwā,hatch; bring forth a new born from an egg by applying warmth,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b72aa.mp3
ǹzà,lot (the making of a decision),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8482.webm
kwugharị,"reiterate; repeat (a speech); say what was said, again",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/634eaf964d77ed19be2c23b9.mp3
kwò,roar(especially by a crowd); cheer,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7e5a.webm
zè ndụ̀,seek refuge; dodge a life threat,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b81dc.webm
ngụrụtụ,snippet (written); a small piece or brief extract from a write-up ,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/637e6a484954520ceecdabcf.mp3
dīnàjì,strain or break as a result of lying down,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7442.webm
mmàaghā,sword [weapon with a long metal blade],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63593325625b93a5ab2a43da.mp3
njìke,the act of wearing a cloth,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6303b6de450e167d04b99066.mp3
gọzi,to bless or invoke a blessing upon something or somebody,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63b94ba8fdbc35f7ec288a9d.mp3
ihearịma,token; sign; omen; a label giving information about a thing.,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7991.mp3
akpụ̀,lump; large muscle; a swelling on the body (especially due to a hit),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6ff6.webm
gba nchārā,appear rusty; be in a rusty state,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b77d4.mp3
kpàfà,be or make to be in a tight space; stick or get stuck,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/62e5cb9742b322a6bd4d0dcf.mp3
ikiīkē,energetically; with a lot of strength,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7a15.webm
rēdà,fall or collapse as a result of burning,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8996.webm
ịgbọ̀ọkà,"maize/corn pudding; a meal prepared with ground corn and other ingredients, wrapped in special leaves and steamed",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/640d075276733ac597dcf1c1.mp3
kwazi,"pack; arrange; keep a place or things in such a way that they look neat, organized and safe",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/653485071f00390d71e1b768.mp3
ọgwụ̄ùde,ointment; liniment; a liquid or lotion made with oil for rubbing on the body to relieve pain,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6414957eb69965195c26f1b4.mp3
òyiyi,resemblance; being (a)like; likeness,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6357dc2e7379ddec1b737ae6.mp3
kpọbà,take someone inside a house or a designated place,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/646c39cf646eb3cce0d650eb.mp3
tụghe,unlock or open with a key,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b7d16.webm
onye,used to speak about a person when referring to the person as a whole; who; person,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6dab.mp3
-zị,usually attached to a verb or negator '-ghi' to mean 'no longer' 'no more' 'any more' or 'not' to emphasize the first negator,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64791813597768f8b188889a.mp3
sa àhụ,wash the body; take a shower,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8cff.mp3
kiri,watch [for instance a movie],https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/639bdcca6e2f959c3eaa90a8.mp3
gba aka,make the finger make a clicking sound by flipping it on the palm; snap the finger;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b6f3b.mp3
kùli,"arise, especially to a call; lift up; rise; get up",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6362707989ccee622f17e0e5.mp3
ìtèmaāmị̄rị̄,"bedpan; bowl used as a toilet, especially by bedridden people",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cffff1e7d24584d409756e.mp3
ụlọ̄,edible clay (usually a little harder);,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/647bd0645472b073b1f7d383.mp3
kpùchi,"cover, especially as a form of protection; conceal",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6311f564f2b1b775608e4864.mp3
chīzù,fully confer or give a position,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7341.webm
ihuakwụkwọ,one of the leaves of a publication or manuscript; page,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6360e3a02d6ac82611039967.mp3
yọ̀ghàrị̀,shake (especially in a soft or dangling way),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8d3b.webm
zọ̀ aja,step on sand(mud) as a process to use it for building,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8d87.webm
nwu,shine; give light (as a source); come on (electronic device); flare; blaze,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8432.webm
chà,"cut using the hand or a scissors, especially for something that is not thick eg. paper, cloth",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b72f7.mp3
sukpọ,dent (especially with a punch),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8a3a.mp3
gbà mmanya,make drunk (by making a person drink a lot of alcohol),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b80ec.webm
ihenrite,prize; reward; award; a thing given in recognition of an outstanding achievement,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63495ee756c85d671b716fdf.mp3
gba ụta,shoot an arrow (using a bow),https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7786.webm
bute,"to bring by carrying (a heavy or bulky object);
1st and 2nd person usage",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b729d.mp3
kwanangida,the act of moving into a man's house without being officially married to him,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7bc7.webm
jụ,"ask; interrogate, make a sentence seeking information",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b7be8.webm
sụ,boil; (liquids) attain a very high temperature which causes bubbles,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35f49f7e863e92b8a44.mp3
ụlọ̀nkịtā,building that shelters a dog; kennel,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/6380b3c44d0f5c1671bb86f7.mp3
meri,come out victorious in a contest or conflict,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63376d3715c3e7168845e1c7.mp3
kpezi,give judgement; settle a quarrel,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/64836d7b442b0930cd7e56b7.mp3
chagbū,heat(particularly from a light source) to death;,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/5f90c35e49f7e863e92b72ea.webm
gbado,"hold by fastening with a belt, pin, clip etc.",https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63cfe698be8eeaeaf964c116.mp3
ụmụ̀ọkpụ̄,married daughters from a particular place,https://igbo-api.s3.us-east-2.amazonaws.com/audio-pronunciations/63d2254e8749b298c4d62487.mp3
